ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Nombre del atributo 3,Valor(es) del atributo 3,Atributo visible 3,Atributo global 3,
74,simple,6942620234,Sincronizado 1ra aplicable a Mercedes Benz 1624 Atego/ 1620,1,0,visible,Aplicable a caja G85/6 – G60/6,"Sincronizado 1ra aplicable a Mercedes Benz 1624 Atego/ 1620
\n
\nAplicable a: Mercedes Benz
\n
\nMarca: Euroricambi
\n
\nCódigo de referencia: 60.53.2258
\n
\nOtros datos: Aplicable a caja G85/6 – G60/6
\n
\n&nbsp;
\n
\n&nbsp;
",,,taxable,,backorder,2,,0,0,0.6,21,21,2,1,,," $  70,391.11 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Sincronizado",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,1624 Atego/ 1620,1,1,Marca,Euroricambi,1,1,
27,simple,6955017482,"Manguera radiador aplicable a Mercedes Benz L1218, 1620",1,0,visible,,"Manguera radiador aplicable a Mercedes Benz L1218, 1620
\n
\nAplicable a: Mercedes Benz.
\n
\nMarca: Rey Goma.
\n
\nCódigo de Referencia: 6955017482
\n
\nOtros datos: También aplica a Mercedes Benz 1418
",,,taxable,,backorder,2,,0,0,2.25,98,42,20,1,,," $  74,914.03 ","Camiones Clásicos , Camiones Clásicos > Filtros y Refrigeración , Camiones Clásicos > Filtros y Refrigeración > Tubos y Mangueras",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,"1218, 1620",1,1,Marca,Goma Rey,1,1,
25,simple,6955207301,Tubo aspiración de aire aplicable a Mercedes Benz L1620,1,0,visible,,"Tubo aspiración de aire aplicable a Mercedes Benz L1620
\n
\nAplicable a: Mercedes Benz.
\n
\nMarca: Original.
\n
\nCódigo de Referencia: 6955207301 (6955287282)
\n
\nOtros datos: 
",,,taxable,,backorder,1,,0,0,4.6,66,20,20,1,,," $  274,738.24 ","Camiones Clásicos , Camiones Clásicos > Filtros y Refrigeración , Camiones Clásicos > Filtros y Refrigeración > Tubos y Mangueras",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,L1620,1,1,Marca,Original,1,1,
20,simple,6965007149,"Tanque expansión aplicable a Mercedes Benz 1938E, 1721",1,0,visible,,"Tanque expansión aplicable a Mercedes Benz 1417/1721
\n
\nAplicable a: Mercedes Benz.
\n
\nMarca: ReserPlastic.
\n
\nCódigo de Referencia: 000.015
\n
\nOtros datos: También aplica a Mercedes Benz oh1417, O-500 (con sensor y con tapa)
",,,taxable,,backorder,1,,0,0,1.8,47,32,10,1,,," $  43,380.66 ","Camiones Clásicos , Camiones Clásicos > Filtros y Refrigeración , Camiones Clásicos > Filtros y Refrigeración > Depósitos de agua",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,1938E/1721,1,1,Marca,ReserPlastic,1,1,
214,simple,9060520703,Engranaje cigüeñal aplicable a Mercedes Benz O-400,1,0,visible,,,,,taxable,,backorder,1,,0,0,0.55,14,14,3,1,,," $  128,081.06 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Engranaje",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,O-400,1,1,Marca,Original,1,1,
89,simple,9061320305,Engranaje compresor Wabco aplicable a Mercedes Benz OF 1417,1,0,visible,,"Engranaje Compresor Wabco aplicable a Mercedes Benz OF 1417
\n
\nAplicable a: Mercedes Benz
\n
\nMarca: A-Tech
\n
\nCódigo de referencia: 279.01.2900
\n
\nOtros datos: 
\n
\n&nbsp;
\n
\n&nbsp;
",,,taxable,,backorder,2,,0,0,1.5,12,12,8,1,,," $  117,618.21 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Engranaje",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,1417,1,1,Marca,A-TECH,1,1,
21,simple,9062001170,Tensor de correa aplicable a Mercedes Benz OM 924 LA,1,0,visible,,"Tensor de correa aplicable a M. Benz OM 924 LA
\n
\nAplicable a: Mercedes Benz.
\n
\nMarca: Original.
\n
\nCódigo de Referencia: 9062001170
\n
\nOtros datos: Correa de aire acondicionado.
",,,taxable,,backorder,1,,0,0,1.15,18,8,6,1,,," $  197,780.05 ","Camiones Clásicos , Camiones Clásicos > Filtros y Refrigeración , Camiones Clásicos > Filtros y Refrigeración > Tensores y Correas",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,OM 924 LA,1,1,Marca,Original,1,1,
28,simple,9062002270,"Tensor de correa aplicable a Mercedes Benz 1938S, 1634E",1,0,visible,,"Tensor de correa aplicable a Mercedes Benz 1728/51
\n
\nAplicable a: Mercedes Benz.
\n
\nMarca: Gespannt
\n
\nCódigo de Referencia: G21/2-025
\n
\nOtros datos: También aplica a Mercedes Benz Axor 2035S, 2040S, 2044S, 2535S, 2540S, 3340K Motor OM-457 
",,,taxable,,backorder,1,,0,0,1.55,15,11,6,1,,," $  67,127.93 ","Camiones Clásicos , Camiones Clásicos > Filtros y Refrigeración , Camiones Clásicos > Filtros y Refrigeración > Tensores y Correas",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,"1938S, 1634E",1,1,Marca,Gespannt,1,1,
9,simple,9403171701,Soporte de cabina aplicable a Mercedes Benz 1938 S,1,0,visible,"También aplica a Mercedes Benz 2036, 2041S, 2536, 2541LS, 2541, 1938, 2644LS, 2641, 1944S, 2035, 2040S, 2044S, 2035S, 2544S, 2640S, 2641S, 2644S, 2535S, 2540S, 3340, 3340S, 3340K.","Soporte de cabina aplicable a Mercedes Benz 1938 S 
\n
\n Aplicable a Mercedes Benz 
\n
\n Marca: Original
\n
\nCódigo de Referencia: 1677131

\n
",,,taxable,,backorder,1,,0,0,12,48,18,12,1,,," $  584,987.65 ","Camiones Clásicos , Camiones Clásicos > Accesorios , Camiones Clásicos > Accesorios, Cabina > Soportes y faros",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,1938 S,1,1,Marca,Original,1,1,
224,simple,9452620534,"Anillo acople aplicable a Mercedes Benz LS 1933, 2040",1,0,visible,,,,,taxable,,backorder,5,,0,0,1,20,22,3,1,,," $  163,320.72 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja>  , Camiones Clásicos > Transmisión > Caja>  > Acople",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,"LS1933, 2040",1,1,Marca,Euroricambi,1,1,
46,simple,9452620808,Corona dentada 85 dientes aplicable a Mercedes Benz Atego 1726,1,0,visible,,"Corona dentada aplicable a Mercedes Benz Actros 2557
\n
\nAplicable a: Mercedes Benz.
\n
\nMarca: Euroricambi
\n
\nCódigo de referencia: 60.53.1886
\n
\nOtros datos: 85 dientes aplicable a caja G 230 – G231 –G260
\n
\n&nbsp;
\n
\n&nbsp;
",,,taxable,,backorder,2,,0,0,5.10,30,30,12,1,,," $  447,444.51 ","Camiones Clásicos , Camiones Clásicos > Motor , Camiones Clásicos > Motor, Volante motor > Corona dentada",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,Atego 1726,1,1,Marca,Euroricambi,1,1,
175,simple,9452620823,"Corona desplazable aplicable a Mercedes Benz 1933, 2040",1,0,visible,,,,,taxable,,backorder,1,,0,0,3.5,25,25,5,1,,," $  234,356.62 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja>  , Camiones Clásicos > Transmisión > Caja>  > Desplazables",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,"1933, 2040",1,1,Marca,Euroricambi,1,1,
140,simple,9452632902,Eje cuádruple intermedio aplicable a Mercedes Benz Axor/actros,1,0,visible,,"Eje intermedio aplicable a Mercedes Benz LS/LK-1933
\n
\nAplicable a: Mercedes Benz
\n
\nMarca: Euroricambi
\n
\nCódigo de referencia: 60.53.1763
\n
\nOtros datos: También aplica a Mercedes Benz 1944, 2040, 2044.
Caja G-210/211/240/260
\n
\n&nbsp;
\n
\n&nbsp;
",,,taxable,,backorder,1,,0,0,17.3,50,15,15,1,,," $  1,304,316.17 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Ejes y piñones",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,Axor/Actros,1,1,Marca,Cinpal,1,1,
75,simple,9452671319,Cilindro de mando aplicable a Mercedes Benz Axor,1,0,visible,G240/211/210,"Cilindro de mando aplicable a Mercedes Benz Actros/Axor
\n
\nAplicable a: Mercedes Benz
\n
\nMarca: Euroricambi
\n
\nCódigo de referencia: 60.53.2112
\n
\nOtros datos: G240/211/210
\n
\n&nbsp;
\n
\n&nbsp;

",,,taxable,,backorder,24,,0,0,0.8,18,14,9,1,,," $  166,559.85 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Cilindros",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,Axor,1,1,Marca,Euroricambi,1,1,
251,simple,9583170703,Amortiguador delantero de cabina aplicable Mercedes Benz 2831,1,0,visible,,,,,taxable,,backorder,6,,0,0,0.8,26,5,5,1,,," $  147,550.65 ","Camiones Clásicos , Camiones Clásicos > Suspensión y Dirección , Camiones Clásicos > Suspensión y Dirección , Amortiguadores > Amortiguador delantero",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,2831,1,1,Marca,Original,1,1,
252,simple,9583171703,Amortiguador de cabina trasero Aplicable a Mercedes Benz 1933,1,0,visible,,,,,taxable,,backorder,6,,0,0,3.75,48,12,12,1,,," $  95,913.37 ","Camiones Clásicos , Camiones Clásicos > Suspensión y Dirección , Camiones Clásicos > Suspensión y Dirección , Amortiguadores > Amortiguador de cabina",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,1933,1,1,Marca,SACHS,1,1,
248,simple,9583230800,Amortiguador delantero aplicable a Mercedes Benz 2831K,1,0,visible,,,,,taxable,,backorder,2,,0,0,4.6,52,6,7,1,,," $  219,956.67 ","Camiones Clásicos , Camiones Clásicos > Suspensión y Dirección , Camiones Clásicos > Suspensión y Dirección , Amortiguadores > Amortiguador delantero",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,2831K,1,1,Marca,Original,1,1,
39,simple,9702400418,Soporte motor trasero aplicable a Mercedes Benz L1620,1,0,visible,,"Soporte motor aplicable a Mercedes Benz 1938S, 1634E
\n
\nAplicable a: Mercedes Benz.
\n
\nMarca: Suporte Rei
\n
\nCódigo de referencia: R-3316
\n
\nOtros datos: También aplica a Mercedes Benz O-500, O-400, L1938, Axor 2044/2040/2035, Actros 2041, 1634 Atron 
\n
\n&nbsp;
\n
\n&nbsp;

",,,taxable,,backorder,2,,0,0,5.75,21,10,12,1,,," $  172,324.77 ","Camiones Clásicos , Camiones Clásicos > Motor , Camiones Clásicos > Motor, Soportes > Motor",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,L1620,1,1,Marca,Soporte Rei,1,1,
141,simple,9702602844,Sincronizado de 1ª y 2ª aplicable a Mercedes Benz 1620 Atego,1,0,visible,,"Sincronizado de 1ª y 2ª aplicable a Mercedes Benz 1620 Atego
\n
\nAplicable a: Mercedes Benz
\n
\nMarca: Euroricambi
\n
\nCódigo de referencia: 60.53.1603
\n
\nOtros datos: Aplicable a caja G 85 -6/6,7
\n
\n&nbsp;
\n
\n&nbsp;
",,,taxable,,backorder,5,,0,0,3.55,28,28,11,1,,," $  659,053.71 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Sincronizado",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,1620 Atego,1,1,Marca,Euroricambi,1,1,
108,simple,9702622535,Cuerpo sincronización 3ª y 4ª aplicable a Mercedes Benz 1620,1,0,visible,,"Cuerpo sincronización 3ª y 4ª aplicable a Mercedes Benz 1620
\n
\nAplicable a: Mercedes Benz 
\n
\nMarca: Euroricambi
\n
\nCódigo de referencia: 60.53.1590
\n
\nOtros datos: También aplica a Mercedes Benz 1215C, 1218, 1622, OF-1417, OH-1418
Caja G60/85

\n
\n&nbsp;
\n
\n&nbsp;

",,,taxable,,backorder,1,,0,0,1.4,16,16,2,1,,," $  98,945.08 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Sincronizado",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,1620,1,1,Marca,Euroricambi,1,1,
216,simple,9702623837,Freno sincronizado 1ª y 2ª aplicable a Mercedes Benz 1215C,1,0,visible,,,,,taxable,,backorder,2,,0,0,0.3,18,18,2,1,,," $  118,704.25 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Sincronizado",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,1215C,1,1,Marca,Euroricambi,1,1,
102,simple,9702630331,Engranaje eje marcha atrás aplicable a Mercedes Benz 1218,1,0,visible,,"Engranaje eje marcha atrás aplicable a Mercedes Benz 1218
\n
\nAplicable a: Mercedes Benz 
\n
\nMarca: Euroricambi
\n
\nCódigo de referencia: 60.53.1774
\n
\nOtros datos: Aplica para Camiones 1215C/1318/1718M-L-1218EL/1418EL/LK-1218EL-OF-1417/1421-OH-1417/1418   caja G-60/G-85
\n
\n&nbsp;
\n
\n&nbsp;

",,,taxable,,backorder,3,,0,0,1.65,11,11,6,1,,," $  74,685.05 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Engranaje",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,1218,1,1,Marca,Euroricambi,1,1,
109,simple,9702630610,Engranaje constante aplicable a Mercedes Benz L1218,1,0,visible,,"Engranaje constante aplicable a Mercedes Benz L1218
\n
\nAplicable a: Mercedes Benz 
\n
\nMarca: Euroricambi
\n
\nCódigo de referencia: 60.53.1585
\n
\nOtros datos: También aplica a Mercedes Benz 1215C, Atego 1315, 1418, 1518, 1718, OH-1418
Caja G-60
\n
\n&nbsp;
\n
\n&nbsp;
",,,taxable,,backorder,3,,0,0,5.4,20,20,8,1,,," $  146,471.60 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Engranaje",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,L1218,1,1,Marca,Euroricambi,1,1,
217,simple,9762620816,Engranaje de 6ª aplicable a Mercedes Benz L-1218,1,0,visible,,,,,taxable,,backorder,4,,0,0,1,11,10,6,1,,," $  79,074.53 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Engranaje",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,L-1218,1,1,Marca,Euroricambi,1,1,
114,simple,9762630216,Engranaje 6ª eje inferior aplicable a Mercedes Benz 1722 ,1,0,visible,,"Engranaje 6ª eje inferior aplicable a Mercedes Benz 1722
\n
\nAplicable a: Mercedes Benz
\n
\nMarca: Euroricambi
\n
\nCódigo de referencia: 60.53.1837
\n
\nOtros datos: Aplica para camiones 1722 –L-1620/1620(6x2)/1622/1622(6x2) /OF-1722/1722M   Caja G85-6/6.7

\n
\n&nbsp;
\n
\n&nbsp;
",,,taxable,,backorder,3,,0,0,5.45,20,20,8,1,,," $  163,865.25 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Engranaje",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,1722,1,1,Marca,Euroricambi,1,1,
3,simple,BC4516490CA,"Pisadera de paragolpe aplicable a Ford 1722, 1723, 1932",1,0,visible,,"Pisadera de Paragolpe aplicable a Ford 1722, 1723, 1932
\n
\nAplicable a Ford
\n
\nMarca: Vannucci
\n
\nCódigo de Referencia: VA271124-32 
\n
\nOtros datos:
\n
\n&nbsp;
\n
\n&nbsp;
",,,taxable,,backorder,1,,0,0,1.05,60,8,3,1,,," $  41,439.07 ","Camiones Clásicos , Camiones Clásicos > Accesorios , Camiones Clásicos > Accesorios, Cabina > Estribos",,,,,,,,,,,,0,Linea,Ford,1,1,Modelo,1722,1,1,Marca,Vannucci,1,1,
143,simple,BF1X7124B,Sincronizado 1ra y 2da aplicable a omnibus Vollkswagen 17-230,1,0,visible,,"Sincronizado 1ra y 2da aplicable a ómnibus Volkswagen 17-230
\n
\nAplicable a: Volkswagen
\n
\nMarca: Eaton
\n
\nCódigo de referencia: 3000794
\n
\nOtros datos: Motor delantero 16-210 1999/2001 Caja FS 5106, FS 6206 A, FS 6406 A
\n
\n&nbsp;
\n
\n&nbsp;
",,,taxable,,backorder,1,,0,0,2.4,26,24.5,,1,,," $  273,634.16 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Sincronizado",,,,,,,,,,,,0,Linea,Volkswagen,1,1,Modelo,17-230,1,1,Marca,Eaton,1,1,
142,simple,BG3X7017AA,Eje principal aplicado a Ford Cargo 1832 Electrónico,1,0,visible,,"Eje principal aplicable a Ford Cargo 1832 Electrónico 2007
\n
\nAplicable a: Ford
\n
\nMarca: Euroricambi
\n
\nCódigo de referencia: 4303402/03
\n
\nOtros datos: Aplica para caja Eaton RTLO 14918B
\n
\n&nbsp;
\n
\n&nbsp;
",,,taxable,,backorder,1,,0,0,6.5,7,7.5,43,1,,," $  232,856.82 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Ejes y piñones",,,,,,,,,,,,0,Linea,Ford,1,1,Modelo,1832,1,1,Marca,Eaton,1,1,
162,simple,BG5X7018AA,Eje corto aplicable a Ford Cargo 1832E (2007),1,0,visible,,,,,taxable,,backorder,1,,0,0,9,11,11,35,1,,," $  354,355.49 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Ejes y piñones",,,,,,,,,,,,0,Linea,Ford,1,1,Modelo,1832E (2007),1,1,Marca,Eaton,1,1,
174,simple,BG5X7025CA,"Rodamiento aplicable a Ford cargo 1832E, 4432E, 4532E",1,0,visible,,,,,taxable,,backorder,2,,0,0,2.65,18,18,6,1,,," $  137,722.35 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Rodamientos y canastas",,,,,,,,,,,,0,Linea,Ford,1,1,Modelo,"1832E, 4432E, 4532E",1,1,Marca,Eaton,1,1,
133,simple,BG5X7049AA,Guía de directa aplicable a Ford Cargo 1731E/ 1832E,1,0,visible,,"Guía de directa aplicable a Ford Cargo 1731E/ 1832E
\n
\nAplicable a: Ford - Volkswagen
\n
\nMarca: Eaton
\n
\nCódigo de referencia: 20551
\n
\nOtros datos: Posee Tubo y es RTLO 1418 También Ford Cargo 2632E /2932E/ 4432E. 
Volkswagen Constellation: 26-260E/ 31-260E/18-320

\n
\n&nbsp;
\n
\n&nbsp;
",,,taxable,,backorder,2,,0,0,2.65,18.5,18,18.5,1,,," $  114,400.24 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Directas, guías y horquillas",,,,,,,,,,,,0,Linea,Ford,1,1,Modelo,1731E/1832E,1,1,Marca,Eaton,1,1,
249,simple,KIT805006,Kit Satélite planetario aplicable a Volkswagen 9-150,1,0,visible,,,,,taxable,,backorder,1,,0,0,4.7,13,13,24.5,1,,," $  231,786.97 ","Camiones Clásicos , Camiones Clásicos > Suspensión y Dirección , Camiones Clásicos > Suspensión y Dirección , Eje trasero > Satélites, planetarios y cruz",,,,,,,,,,,,0,Linea,Volkswagen,1,1,Modelo,9-150,1,1,Marca,Euroricambi,1,1,
111,simple,T2D311441,Engranaje de 2ª contraeje aplicable a Volkswagen 13-180,1,0,visible,,"Engranaje de 2ª contraeje aplicable a Volkswagen 13-180
\n
\nAplicable a: Volkswagen
\n
\nMarca: Eaton
\n
\nCódigo de referencia: 241017
\n
\nOtros datos: También aplica a Ford Cargo 1317, 1517E
Caja FS-4205-A
\n
\n&nbsp;
\n
\n&nbsp;

",,,taxable,,backorder,2,,0,0,1,10.5,10.5,9,1,,," $  81,073.68 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Engranaje",,,,,,,,,,,,0,Linea,Volkswagen,1,1,Modelo,13-180,1,1,Marca,Eaton,1,1,
169,simple,TE3311145,Directa Eaton aplicable a Volkswagen 16-220/ 15-190,1,0,visible,,,,,taxable,,backorder,1,,0,0,5.8,16,16,38,1,,," $  333,429.66 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Directas, guías y horquillas",,,,,,,,,,,,0,Linea,Volkswagen,1,1,Modelo,16-220/15-190,1,1,Marca,Eaton,1,1,
176,simple,TE3525283A,Brida piñón diferencial Rockwell aplicable a Volkswagen 17-220,1,0,visible,,,,,taxable,,backorder,1,,0,0,5.2,18,18,17,1,,," $  269,202.21 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja>  , Camiones Clásicos > Transmisión > Caja>  > Bridas",,,,,,,,,,,,0,Linea,Volkswagen,1,1,Modelo,17-220,1,1,Marca,Meritor,1,1,
177,simple,TJ3311439,Engranaje 3ª eje secundario aplicable a Volkswagen 17-220,1,0,visible,,,,,taxable,,backorder,1,,0,0,1.95,14,13.5,8,1,,," $  128,484.64 ","Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Engranaje",,,,,,,,,,,,0,Linea,Volkswagen,1,1,Modelo,17-220,1,1,Marca,EATON,1,1,
246,simple,TMJ525143A,Corona y Piñón aplicable a Ford Cargo (1991/2006),1,0,visible,,,,,taxable,,backorder,1,,0,0,45,42,44,20,1,,," $  828,021.01 ","Camiones Clásicos , Camiones Clásicos > Suspensión y Dirección , Camiones Clásicos > Suspensión y Dirección , Eje trasero > Corona y piñón",,,,,,,,,,,,0,Linea,Ford,1,1,Modelo,Cargo (1991/2006),1,1,Marca,Moto Pecas,1,1,
64,simple,3804899,Reten distribución 4BT aplicable a Ford  1215/CUMMINS/1217,0,0,visible,,"Reten distribución aplicable a Ford 1215/1217/4BT
\n
\nAplicable a: Ford
\n
\nMarca: Cummins
\
\nCódigo de referencia: 3804899
\n
\nOtros datos: También aplica a Ford cargo 1415CUM/1417, 1617, 1721(Chile), 1621/1721(Brasil), 1421, 1417, 1716 (Argentina), 1316(Chile), 1416(Argentina), 1516(Chile), 1521, 2421, 1317, 1717,1517.

\n
\n&nbsp;
\n
\n&nbsp;


",,,taxable,,backorder,,,0,0,0.10,9,9,3,1,,,,"Camiones Clásicos , Camiones Clásicos > Motor , Camiones Clásicos > Motor > Retenes",,,,,,,,,,,,0,Linea,Ford,1,1,Modelo,1215/CUMMINS/1217,1,1,Marca,Cummins,1,1,
38,simple,9412418813,"Soporte motor aplicable a Mercedes Benz  1938S, 1634E",0,0,visible,,"Soporte motor aplicable a Mercedes Benz 1938S, 1634E
\n
\nAplicable a: Mercedes Benz.
\n
\nMarca: Suporte Rei
\n
\nCódigo de referencia: R-3316
\n
\nOtros datos: También aplica a Mercedes Benz O-500, O-400, L1938, Axor 2044/2040/2035, Actros 2041, 1634 Atron 
\n
\n&nbsp;
\n
\n&nbsp;

",,,taxable,,backorder,,,0,0,9.05,23,14,13,1,,,,"Camiones Clásicos , Camiones Clásicos > Motor , Camiones Clásicos > Motor, Soportes > Motor",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,"1938S, 1634E",1,1,Marca,Soporte Rei,1,1,
58,simple,6203220501,Soporte elástico aplicable a Mercedes Benz L1938,0,0,visible,,"Soporte elástico aplicable a Mercedes Benz L1938
\n
\nAplicable a: Mercedes Benz
\n
\nMarca: Original
\n
\nCódigo de referencia: 6203220501
\n
\nOtros datos: Delantero parte delantera, También aplica a Mercedes Benz LK 2635, L2635, LS2635, LS1938, L1935, 1933
\n
\n&nbsp;
\n
\n&nbsp;
",,,taxable,,backorder,,,0,0,8.25,37,19,18,1,,,,"Camiones Clásicos , Camiones Clásicos > Motor , Camiones Clásicos > Motor, Soportes > Motor",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,L1938,1,1,Marca,Original,1,1,
61,simple,91123002,Bomba de aceite aplicable a Mercedes Benz O-400,0,0,visible,,"Bomba de aceite aplicable a Mercedes Benz O-400
\n
\nAplicable a: Mercedes Benz
\n
\nMarca: ZF
\n
\nCódigo de referencia: 0091123002
\n
\nOtros datos: Caja S6-1550, también aplica a O-400 RSE/RSD
\n
\n&nbsp;
\n
\n&nbsp;

",,,taxable,,backorder,,,0,0,1.10,15,14,18,1,,,,"Camiones Clásicos , Camiones Clásicos > Motor , Camiones Clásicos > Motor > Bomba de aceite",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,O-400,1,1,Marca,ZF,1,1,
73,simple,3812500113,Horquilla embrague aplicable a Mercedes Benz OH 1314/1214,0,0,visible,Reforma 1214,"Horquilla embrague aplicable a Mercedes Benz OH 1314/1214
\n
\nAplicable a: Mercedes Benz
\n
\nMarca: Nacional
\n
\nCódigo de referencia: 3812500113
\n
\nOtros datos: Reforma 1214
\n
\n&nbsp;
\n
\n&nbsp;
",,,taxable,,backorder,,,0,0,1.7,39,9.5,9.5,1,,,,"Camiones Clásicos , Camiones Clásicos > Transmisión , Camiones Clásicos > Transmisión > Caja , Camiones Clásicos > Transmisión > Caja > Guías y horquillas",,,,,,,,,,,,0,Linea,Mercedes Benz,1,1,Modelo,OH 1314/1214,1,1,Marca,Universal,1,1,
